user_id,age_bucket,retirement_goal,advisor_specialty_preference,approx_savings,profession,owns_house,risk_tolerance_score,state
886,<30,5-10 yrs,Tax Preparation,144658,Financial Analyst,0,4,NJ
887,40-50,10+ yrs,Tax Aware Investing,59159,Doctor,1,3,NJ
888,30-40,10+ yrs,Retirement Planning,144414,Software Engineer,0,5,WA
889,<30,10+ yrs,Divorce Planning,76378,Product Manager,0,5,NY
890,30-40,5-10 yrs,Tax Aware Investing,71836,Consultant,0,2,FL
891,40-50,10+ yrs,Entrepreneurial Wealth Management,59741,Doctor,1,4,TX
892,60+,10+ yrs,Tax Aware Investing,17986,Small Business Owner,1,2,TX
893,60+,5-10 yrs,Entrepreneurial Wealth Management,378618,Data Scientist,1,2,TX
894,30-40,2-5 yrs,Retirement Planning,28356,Marketing Manager,0,1,NJ
895,40-50,5-10 yrs,Management of New Wealth,19457,Teacher,0,1,CA
896,<30,2-5 yrs,Socially Conscious Investing,54634,Software Engineer,0,4,TX
897,30-40,10+ yrs,Tax Aware Investing,27852,Real Estate Agent,0,2,CA
898,60+,5-10 yrs,Retirement Planning,63162,Professor,1,1,CA
899,<30,10+ yrs,Socially Conscious Investing,122882,Sales Manager,0,5,IL
900,<30,5-10 yrs,Retirement Planning,162068,Product Manager,0,4,NY
901,<30,10+ yrs,Management of New Wealth,137758,Entrepreneur,0,5,CA
902,<30,5-10 yrs,Management of New Wealth,50258,Doctor,0,4,FL
903,<30,2-5 yrs,Life Insurance,69191,Retired,0,4,NY
904,40-50,5-10 yrs,Tax Preparation,95520,Professor,0,3,NY
905,30-40,<2 yrs,Management of New Wealth,13602,Sales Manager,1,2,WA
906,60+,10+ yrs,Estate Planning,110583,Retired,1,3,NJ
907,60+,5-10 yrs,Estate Planning,17826,Retired,1,1,MA
908,30-40,10+ yrs,Estate Planning,415115,Marketing Manager,1,3,MA
909,30-40,2-5 yrs,Entrepreneurial Wealth Management,45978,Nurse,0,3,WA
910,30-40,2-5 yrs,Retirement Planning,56028,Retired,0,3,NY
911,40-50,5-10 yrs,Tax Aware Investing,33099,Financial Analyst,0,2,FL
912,30-40,10+ yrs,Tax Preparation,37534,Consultant,0,4,FL
913,40-50,10+ yrs,Retirement Planning,512309,Professor,1,3,NJ
914,30-40,5-10 yrs,Entrepreneurial Wealth Management,154250,Entrepreneur,1,3,WA
915,40-50,5-10 yrs,Entrepreneurial Wealth Management,16411,Construction Manager,0,3,MA
916,30-40,<2 yrs,Tax Aware Investing,256219,Student,0,2,TX
917,30-40,10+ yrs,Socially Conscious Investing,193671,Data Scientist,0,3,IL
918,60+,10+ yrs,Estate Planning,51375,Data Scientist,0,3,WA
919,40-50,5-10 yrs,Management of New Wealth,87205,Data Scientist,1,2,WA
920,<30,10+ yrs,Retirement Planning,65287,Real Estate Agent,0,5,IL
921,60+,2-5 yrs,Life Insurance,390554,Data Scientist,1,2,WA
922,30-40,10+ yrs,Management of New Wealth,32316,Consultant,0,5,NY
923,60+,2-5 yrs,Retirement Planning,75463,Doctor,1,2,MA
924,40-50,10+ yrs,Tax Aware Investing,45011,Data Scientist,0,4,NY
925,30-40,2-5 yrs,Life Insurance,18219,Student,1,3,CA
926,<30,10+ yrs,Retirement Planning,475667,Doctor,1,5,FL
927,30-40,10+ yrs,Entrepreneurial Wealth Management,22847,Doctor,1,3,WA
928,40-50,10+ yrs,Estate Planning,80669,Teacher,0,4,FL
929,40-50,10+ yrs,Management of New Wealth,13813,Small Business Owner,1,3,IL
930,30-40,10+ yrs,Entrepreneurial Wealth Management,46204,Real Estate Agent,1,4,NY
931,<30,<2 yrs,Entrepreneurial Wealth Management,96739,Lawyer,1,2,IL
932,60+,5-10 yrs,Retirement Planning,31499,Data Scientist,1,2,TX
933,60+,2-5 yrs,Retirement Planning,112209,Nurse,1,2,IL
934,40-50,10+ yrs,Life Insurance,51940,Product Manager,1,3,MA
935,<30,5-10 yrs,Estate Planning,187976,Student,1,5,FL
936,30-40,10+ yrs,Retirement Planning,225389,Small Business Owner,1,4,TX
937,<30,10+ yrs,I don't know,39023,Consultant,1,5,FL
938,60+,2-5 yrs,Retirement Planning,70902,Accountant,0,2,CA
939,<30,2-5 yrs,Tax Aware Investing,78050,Data Scientist,1,4,TX
940,40-50,5-10 yrs,Tax Aware Investing,115544,Software Engineer,0,4,MA
941,30-40,5-10 yrs,Tax Preparation,67033,Retired,1,3,IL
942,40-50,2-5 yrs,Tax Preparation,78526,Sales Manager,0,3,IL
943,40-50,<2 yrs,Retirement Planning,53153,Entrepreneur,1,2,WA
944,60+,10+ yrs,Retirement Planning,73402,Sales Manager,1,4,FL
945,<30,10+ yrs,Retirement Planning,212808,Doctor,0,5,CA
946,<30,5-10 yrs,Tax Preparation,118358,Student,0,5,NJ
947,<30,5-10 yrs,Tax Aware Investing,124384,Retired,0,3,TX
948,60+,<2 yrs,I don't know,126850,Lawyer,1,1,CA
949,60+,10+ yrs,Retirement Planning,57616,Real Estate Agent,0,2,NJ
950,40-50,10+ yrs,I don't know,88163,Entrepreneur,1,4,NY
951,40-50,2-5 yrs,Retirement Planning,24917,Sales Manager,1,2,CA
952,40-50,2-5 yrs,Life Insurance,207300,Lawyer,0,3,NJ
953,<30,10+ yrs,Retirement Planning,5406,Student,0,4,NJ
954,60+,10+ yrs,Tax Aware Investing,61179,Retired,1,3,NJ
955,30-40,<2 yrs,Entrepreneurial Wealth Management,184758,Teacher,1,3,CA
956,30-40,10+ yrs,Entrepreneurial Wealth Management,19390,Sales Manager,0,2,WA
957,30-40,5-10 yrs,Estate Planning,94826,Marketing Manager,1,3,IL
958,<30,5-10 yrs,Tax Preparation,35857,Marketing Manager,0,4,NJ
959,<30,10+ yrs,Management of New Wealth,47480,Sales Manager,0,5,IL
960,40-50,10+ yrs,Entrepreneurial Wealth Management,155025,Student,0,3,FL
961,<30,5-10 yrs,Retirement Planning,79082,Software Engineer,0,5,NY
962,40-50,10+ yrs,Management of New Wealth,10604,Government Employee,0,3,IL
963,30-40,5-10 yrs,Estate Planning,27480,Data Scientist,0,3,IL
964,30-40,10+ yrs,Retirement Planning,159181,Teacher,1,5,CA
965,30-40,5-10 yrs,Entrepreneurial Wealth Management,99116,Entrepreneur,0,3,IL
966,30-40,10+ yrs,Retirement Planning,319119,Small Business Owner,0,5,FL
967,40-50,10+ yrs,Socially Conscious Investing,300854,Retired,1,5,FL
968,30-40,<2 yrs,Management of New Wealth,48629,Retired,0,3,MA
969,40-50,10+ yrs,Tax Preparation,629646,Government Employee,1,5,NY
970,30-40,10+ yrs,Retirement Planning,67645,Teacher,0,5,CA
971,40-50,10+ yrs,Retirement Planning,27822,Government Employee,1,3,NJ
972,60+,2-5 yrs,I don't know,37411,Construction Manager,0,2,CA
973,40-50,10+ yrs,Retirement Planning,8681,Consultant,1,4,NY
974,<30,10+ yrs,Tax Preparation,281058,Consultant,0,5,WA
975,<30,5-10 yrs,Life Insurance,277974,Entrepreneur,0,4,CA
976,30-40,10+ yrs,Estate Planning,26530,Sales Manager,1,3,IL
977,40-50,<2 yrs,I don't know,53900,Nurse,1,2,WA
978,<30,2-5 yrs,Life Insurance,72117,Software Engineer,0,4,FL
979,30-40,5-10 yrs,Estate Planning,27880,Teacher,0,1,NJ
980,40-50,10+ yrs,Management of New Wealth,13635,Entrepreneur,1,2,WA
981,30-40,10+ yrs,Tax Preparation,54757,Nurse,0,4,WA
982,40-50,<2 yrs,Management of New Wealth,49564,Small Business Owner,1,2,FL
983,<30,10+ yrs,Entrepreneurial Wealth Management,46650,Doctor,0,5,MA
984,<30,<2 yrs,Retirement Planning,80857,Government Employee,0,3,TX
985,40-50,2-5 yrs,Retirement Planning,239562,Government Employee,0,3,NJ
986,30-40,<2 yrs,Retirement Planning,50373,Government Employee,1,1,WA
987,40-50,10+ yrs,Tax Aware Investing,77141,Small Business Owner,1,3,NJ
988,30-40,10+ yrs,Tax Aware Investing,127284,Doctor,0,4,FL
989,30-40,10+ yrs,Entrepreneurial Wealth Management,108959,Entrepreneur,0,4,TX
990,60+,10+ yrs,Tax Preparation,38063,Doctor,1,2,CA
991,40-50,<2 yrs,Tax Preparation,72167,Retired,1,2,NY
992,40-50,5-10 yrs,Management of New Wealth,108313,Accountant,1,4,NJ
993,30-40,5-10 yrs,Entrepreneurial Wealth Management,23968,Marketing Manager,0,3,CA
994,40-50,5-10 yrs,Estate Planning,206320,Product Manager,1,3,MA
995,30-40,<2 yrs,Entrepreneurial Wealth Management,240008,Government Employee,0,1,NJ
996,<30,10+ yrs,Retirement Planning,34527,Small Business Owner,0,5,NY
997,60+,5-10 yrs,I don't know,78771,Financial Analyst,0,2,WA
998,<30,10+ yrs,Tax Preparation,117954,Entrepreneur,0,5,NY
999,60+,5-10 yrs,Retirement Planning,40495,Marketing Manager,1,2,WA
1000,30-40,2-5 yrs,Management of New Wealth,102073,Doctor,0,3,TX
1001,<30,10+ yrs,Management of New Wealth,76644,Construction Manager,0,4,NY
1002,40-50,2-5 yrs,Socially Conscious Investing,17656,Professor,0,3,IL
1003,60+,10+ yrs,Management of New Wealth,100031,Software Engineer,1,3,WA
1004,40-50,10+ yrs,Retirement Planning,24584,Government Employee,1,3,TX
1005,60+,2-5 yrs,Tax Aware Investing,154088,Student,1,3,IL
1006,40-50,10+ yrs,I don't know,36167,Construction Manager,1,4,WA
1007,40-50,5-10 yrs,Tax Preparation,57230,Data Scientist,1,4,CA
1008,60+,<2 yrs,Entrepreneurial Wealth Management,227533,Product Manager,1,1,NJ
1009,30-40,10+ yrs,Tax Preparation,103439,Software Engineer,1,4,CA
1010,30-40,2-5 yrs,Retirement Planning,25046,Lawyer,1,2,TX
1011,30-40,10+ yrs,Management of New Wealth,26544,Construction Manager,1,3,CA
1012,60+,10+ yrs,Tax Preparation,38585,Government Employee,1,3,TX
1013,60+,10+ yrs,I don't know,94388,Entrepreneur,0,3,NY
1014,<30,5-10 yrs,Retirement Planning,91351,Entrepreneur,0,3,CA
1015,40-50,5-10 yrs,Entrepreneurial Wealth Management,30983,Teacher,1,3,TX
1016,60+,10+ yrs,I don't know,23144,Retired,1,2,FL
1017,<30,2-5 yrs,Tax Preparation,85256,Lawyer,1,4,FL
1018,40-50,5-10 yrs,I don't know,56180,Teacher,1,3,FL
1019,60+,5-10 yrs,Retirement Planning,461157,Financial Analyst,1,3,CA
1020,<30,<2 yrs,I don't know,68387,Lawyer,0,3,WA
1021,40-50,5-10 yrs,Tax Preparation,338685,Retired,1,4,TX
1022,30-40,10+ yrs,Tax Aware Investing,23078,Software Engineer,1,2,CA
1023,60+,10+ yrs,I don't know,16060,Software Engineer,1,2,FL
1024,60+,<2 yrs,Estate Planning,24147,Student,0,1,NJ
1025,60+,<2 yrs,Estate Planning,192955,Student,0,2,NY
1026,30-40,2-5 yrs,Management of New Wealth,321415,Teacher,0,3,CA
1027,60+,10+ yrs,Socially Conscious Investing,32729,Student,1,4,NJ
1028,60+,2-5 yrs,Estate Planning,43716,Entrepreneur,1,1,TX
1029,30-40,10+ yrs,Entrepreneurial Wealth Management,23107,Construction Manager,0,4,TX
1030,60+,2-5 yrs,Tax Aware Investing,12958,Software Engineer,0,1,WA
1031,<30,10+ yrs,Retirement Planning,126319,Retired,0,4,NY
1032,40-50,5-10 yrs,Tax Aware Investing,80879,Sales Manager,1,3,FL
1033,30-40,10+ yrs,Estate Planning,66798,Teacher,1,4,MA
1034,<30,2-5 yrs,Life Insurance,18768,Software Engineer,0,3,NY
1035,<30,10+ yrs,Divorce Planning,289514,Professor,0,5,CA
1036,40-50,2-5 yrs,I don't know,42065,Lawyer,1,2,FL
1037,30-40,10+ yrs,Management of New Wealth,106965,Nurse,0,4,NY
1038,40-50,10+ yrs,Retirement Planning,17870,Lawyer,0,4,FL
1039,<30,2-5 yrs,I don't know,55744,Sales Manager,0,4,WA
1040,30-40,10+ yrs,Life Insurance,86011,Professor,0,4,NJ
1041,40-50,10+ yrs,Management of New Wealth,88820,Doctor,1,4,MA
1042,40-50,2-5 yrs,Tax Preparation,76052,Student,1,3,NY
1043,30-40,5-10 yrs,I don't know,103266,Product Manager,1,4,TX
1044,40-50,2-5 yrs,Life Insurance,23921,Doctor,1,2,TX
1045,60+,10+ yrs,Retirement Planning,79034,Construction Manager,1,3,WA
1046,40-50,10+ yrs,Life Insurance,73304,Marketing Manager,1,5,WA
1047,30-40,2-5 yrs,Tax Aware Investing,81511,Retired,1,4,TX
1048,<30,5-10 yrs,Retirement Planning,70622,Teacher,0,3,CA
1049,60+,10+ yrs,Estate Planning,21038,Retired,0,2,WA
1050,<30,10+ yrs,Retirement Planning,20210,Sales Manager,0,4,NJ
1051,60+,5-10 yrs,Tax Aware Investing,9019,Marketing Manager,1,1,TX
1052,40-50,10+ yrs,Socially Conscious Investing,138106,Student,0,4,MA
1053,60+,5-10 yrs,Tax Preparation,139370,Software Engineer,1,2,TX
1054,40-50,5-10 yrs,Divorce Planning,141378,Retired,1,3,WA
1055,60+,10+ yrs,I don't know,87213,Sales Manager,1,3,CA
1056,30-40,5-10 yrs,Retirement Planning,9703,Doctor,1,3,NJ
1057,40-50,5-10 yrs,Management of New Wealth,26264,Software Engineer,1,2,NY
1058,30-40,5-10 yrs,I don't know,77139,Software Engineer,1,4,WA
1059,30-40,10+ yrs,Retirement Planning,74754,Marketing Manager,1,5,TX
1060,40-50,10+ yrs,Life Insurance,54150,Sales Manager,1,4,CA
1061,60+,5-10 yrs,Life Insurance,92228,Student,1,3,NY
1062,60+,5-10 yrs,Tax Aware Investing,66868,Accountant,1,2,FL
1063,40-50,5-10 yrs,Entrepreneurial Wealth Management,73768,Student,1,3,CA
1064,30-40,10+ yrs,Divorce Planning,37228,Student,1,4,FL
1065,30-40,2-5 yrs,Tax Aware Investing,160140,Software Engineer,1,3,CA
1066,40-50,10+ yrs,Tax Aware Investing,44905,Nurse,1,3,NY
1067,30-40,5-10 yrs,Tax Aware Investing,19978,Software Engineer,1,2,TX
1068,<30,5-10 yrs,Retirement Planning,33060,Government Employee,0,4,FL
1069,30-40,2-5 yrs,Management of New Wealth,48357,Small Business Owner,0,3,TX
1070,30-40,2-5 yrs,Management of New Wealth,161878,Retired,1,4,TX
1071,30-40,10+ yrs,Retirement Planning,63701,Nurse,1,5,FL
1072,30-40,5-10 yrs,I don't know,55964,Construction Manager,1,3,FL
1073,<30,2-5 yrs,Retirement Planning,21508,Marketing Manager,0,3,NY
1074,<30,5-10 yrs,Tax Aware Investing,134179,Entrepreneur,0,3,CA
1075,60+,5-10 yrs,Retirement Planning,36799,Lawyer,0,2,CA
1076,30-40,<2 yrs,Management of New Wealth,60474,Small Business Owner,0,3,IL
1077,30-40,5-10 yrs,Estate Planning,250738,Government Employee,1,4,FL
1078,40-50,5-10 yrs,Retirement Planning,104598,Lawyer,1,3,TX
1079,<30,10+ yrs,Socially Conscious Investing,15284,Teacher,1,4,NJ
1080,60+,5-10 yrs,Divorce Planning,13459,Real Estate Agent,1,1,MA
1081,40-50,5-10 yrs,I don't know,62449,Retired,1,3,FL
1082,<30,10+ yrs,Retirement Planning,22215,Small Business Owner,0,5,NY
1083,30-40,5-10 yrs,Retirement Planning,118621,Nurse,0,3,NJ
1084,60+,2-5 yrs,Management of New Wealth,68736,Entrepreneur,1,2,IL
1085,60+,2-5 yrs,Life Insurance,76791,Consultant,0,2,NJ
1086,30-40,5-10 yrs,Retirement Planning,35028,Data Scientist,1,3,WA
1087,40-50,10+ yrs,I don't know,317186,Small Business Owner,1,4,NJ
1088,<30,2-5 yrs,Management of New Wealth,854553,Marketing Manager,1,3,NJ
1089,60+,10+ yrs,Estate Planning,51496,Nurse,1,3,MA
1090,30-40,<2 yrs,Tax Preparation,90920,Retired,0,3,MA
1091,60+,5-10 yrs,I don't know,72234,Sales Manager,1,2,WA
1092,40-50,10+ yrs,Divorce Planning,52380,Retired,0,3,WA
1093,40-50,5-10 yrs,Tax Aware Investing,31292,Marketing Manager,1,3,FL
1094,30-40,10+ yrs,Retirement Planning,24922,Data Scientist,0,2,MA
1095,30-40,2-5 yrs,Estate Planning,23812,Product Manager,0,1,WA
1096,<30,10+ yrs,Retirement Planning,95293,Accountant,0,5,MA
1097,30-40,<2 yrs,Tax Preparation,41452,Retired,1,2,CA
1098,<30,10+ yrs,Divorce Planning,6499,Software Engineer,0,5,FL
1099,40-50,2-5 yrs,Life Insurance,98752,Small Business Owner,1,3,NY
1100,30-40,10+ yrs,I don't know,63931,Retired,1,3,MA
1101,<30,5-10 yrs,Retirement Planning,222349,Accountant,0,4,NJ
1102,60+,10+ yrs,Entrepreneurial Wealth Management,92578,Sales Manager,1,3,CA
1103,60+,5-10 yrs,Life Insurance,17486,Marketing Manager,0,1,WA
1104,60+,10+ yrs,Retirement Planning,8895,Small Business Owner,0,2,WA
1105,60+,2-5 yrs,Life Insurance,34629,Data Scientist,1,2,NJ
1106,<30,2-5 yrs,Socially Conscious Investing,37699,Marketing Manager,0,4,WA
1107,30-40,5-10 yrs,Life Insurance,154638,Product Manager,0,4,FL
1108,40-50,<2 yrs,Management of New Wealth,65644,Accountant,0,2,FL
1109,40-50,2-5 yrs,Retirement Planning,183564,Lawyer,1,3,NJ
1110,<30,10+ yrs,Tax Preparation,20083,Entrepreneur,0,4,TX
1111,60+,10+ yrs,Tax Preparation,157745,Financial Analyst,1,3,TX
1112,30-40,5-10 yrs,Retirement Planning,126612,Teacher,1,3,FL
1113,30-40,10+ yrs,Tax Aware Investing,10759,Financial Analyst,0,2,IL
1114,40-50,5-10 yrs,Estate Planning,217587,Consultant,1,4,NJ
1115,40-50,2-5 yrs,Management of New Wealth,71977,Product Manager,1,2,IL
1116,40-50,10+ yrs,Entrepreneurial Wealth Management,94168,Software Engineer,1,5,NJ
1117,<30,10+ yrs,I don't know,30381,Financial Analyst,0,4,IL
1118,60+,10+ yrs,Management of New Wealth,208505,Sales Manager,1,3,TX
1119,30-40,2-5 yrs,Life Insurance,22759,Retired,1,2,NY
1120,<30,10+ yrs,Estate Planning,139927,Real Estate Agent,0,5,NJ
1121,60+,<2 yrs,Life Insurance,138489,Product Manager,1,1,NY
1122,60+,2-5 yrs,Retirement Planning,27535,Government Employee,1,1,WA
1123,60+,<2 yrs,Retirement Planning,394366,Financial Analyst,1,1,NJ
1124,60+,10+ yrs,Tax Preparation,81501,Nurse,0,4,IL
1125,40-50,10+ yrs,Tax Aware Investing,119193,Construction Manager,1,4,WA
1126,40-50,10+ yrs,Life Insurance,16740,Small Business Owner,1,3,FL
1127,<30,5-10 yrs,Entrepreneurial Wealth Management,445056,Entrepreneur,0,3,NY
1128,30-40,5-10 yrs,Retirement Planning,21980,Real Estate Agent,1,2,FL
1129,30-40,2-5 yrs,Estate Planning,166441,Construction Manager,0,3,CA
1130,30-40,5-10 yrs,Entrepreneurial Wealth Management,27030,Retired,0,1,MA
1131,40-50,5-10 yrs,Life Insurance,37907,Retired,0,3,TX
1132,30-40,10+ yrs,Retirement Planning,134575,Accountant,1,4,NJ
1133,<30,5-10 yrs,Retirement Planning,166841,Entrepreneur,1,3,TX
1134,30-40,<2 yrs,Tax Preparation,21075,Doctor,1,1,TX
1135,40-50,<2 yrs,Management of New Wealth,176561,Lawyer,0,2,CA
1136,<30,2-5 yrs,Retirement Planning,169478,Construction Manager,0,3,FL
1137,60+,5-10 yrs,Retirement Planning,28448,Accountant,1,2,CA
1138,30-40,10+ yrs,Entrepreneurial Wealth Management,278948,Sales Manager,0,4,CA
1139,30-40,10+ yrs,Tax Preparation,17833,Financial Analyst,0,2,NJ
1140,40-50,10+ yrs,I don't know,37710,Product Manager,1,4,MA
1141,60+,5-10 yrs,Life Insurance,101834,Teacher,1,2,NY
1142,30-40,5-10 yrs,I don't know,30693,Accountant,1,3,MA
1143,40-50,2-5 yrs,Retirement Planning,83904,Entrepreneur,1,3,FL
1144,40-50,10+ yrs,Life Insurance,82204,Consultant,1,3,NJ
1145,30-40,10+ yrs,Tax Aware Investing,55917,Retired,0,4,WA
1146,60+,2-5 yrs,Tax Preparation,139966,Data Scientist,0,2,NJ
1147,40-50,5-10 yrs,Estate Planning,53877,Student,1,3,TX
1148,40-50,5-10 yrs,Retirement Planning,81502,Construction Manager,1,3,CA
1149,60+,10+ yrs,Entrepreneurial Wealth Management,185688,Accountant,1,3,NY
1150,60+,10+ yrs,Entrepreneurial Wealth Management,134809,Product Manager,0,3,FL
1151,40-50,10+ yrs,Tax Aware Investing,134244,Lawyer,1,4,TX
1152,60+,5-10 yrs,Management of New Wealth,23523,Product Manager,1,1,IL
1153,40-50,<2 yrs,Retirement Planning,106118,Entrepreneur,1,2,CA
1154,40-50,<2 yrs,Estate Planning,30011,Doctor,0,1,MA
1155,40-50,2-5 yrs,Entrepreneurial Wealth Management,20883,Nurse,1,2,CA
1156,40-50,<2 yrs,Retirement Planning,62035,Consultant,1,2,NJ
1157,<30,10+ yrs,I don't know,29323,Small Business Owner,0,4,CA
1158,60+,10+ yrs,Retirement Planning,134801,Software Engineer,0,4,FL
1159,60+,2-5 yrs,Tax Preparation,137734,Financial Analyst,1,2,NY
1160,<30,10+ yrs,Tax Preparation,11939,Real Estate Agent,0,4,FL
1161,60+,2-5 yrs,Retirement Planning,31398,Sales Manager,1,1,NY
1162,<30,5-10 yrs,Retirement Planning,17786,Small Business Owner,0,3,CA
1163,30-40,2-5 yrs,Entrepreneurial Wealth Management,43635,Teacher,0,3,NY
1164,40-50,5-10 yrs,Life Insurance,99673,Marketing Manager,1,2,MA
1165,<30,2-5 yrs,Retirement Planning,53206,Retired,1,4,MA
1166,60+,5-10 yrs,Management of New Wealth,38918,Sales Manager,1,3,NJ
1167,60+,5-10 yrs,Tax Aware Investing,213236,Sales Manager,0,2,CA
1168,30-40,10+ yrs,Retirement Planning,8313,Small Business Owner,1,3,NY
1169,<30,<2 yrs,Estate Planning,201427,Accountant,1,3,FL
1170,30-40,2-5 yrs,Tax Aware Investing,40543,Real Estate Agent,0,2,IL
1171,40-50,<2 yrs,Entrepreneurial Wealth Management,61679,Government Employee,1,3,CA
1172,60+,10+ yrs,Life Insurance,41166,Software Engineer,1,4,FL
1173,40-50,<2 yrs,I don't know,265295,Construction Manager,0,2,NJ
1174,30-40,10+ yrs,Tax Preparation,21853,Lawyer,0,2,MA
1175,40-50,5-10 yrs,I don't know,66873,Entrepreneur,1,3,FL
1176,40-50,5-10 yrs,Management of New Wealth,106371,Data Scientist,1,2,CA
1177,40-50,10+ yrs,Management of New Wealth,15523,Data Scientist,1,3,NY
1178,<30,2-5 yrs,I don't know,28914,Construction Manager,0,3,WA
1179,40-50,2-5 yrs,Tax Preparation,57909,Retired,1,3,CA
1180,40-50,5-10 yrs,Tax Aware Investing,29792,Entrepreneur,1,2,CA
1181,60+,10+ yrs,Life Insurance,31760,Sales Manager,1,2,WA
1182,30-40,2-5 yrs,I don't know,48296,Consultant,1,3,IL
1183,40-50,2-5 yrs,Divorce Planning,118731,Accountant,0,2,FL
1184,60+,10+ yrs,Management of New Wealth,48608,Entrepreneur,1,4,IL
1185,<30,<2 yrs,Tax Preparation,174657,Small Business Owner,1,3,IL
1186,60+,10+ yrs,I don't know,26957,Student,1,2,NJ
1187,40-50,10+ yrs,Tax Aware Investing,21445,Product Manager,0,2,NY
1188,<30,5-10 yrs,Tax Preparation,374636,Small Business Owner,0,5,TX
1189,30-40,2-5 yrs,Retirement Planning,36601,Software Engineer,0,3,CA
1190,40-50,2-5 yrs,Tax Preparation,20336,Sales Manager,1,2,NY
1191,<30,10+ yrs,Management of New Wealth,13796,Entrepreneur,0,3,TX
1192,40-50,10+ yrs,Socially Conscious Investing,174136,Entrepreneur,1,4,FL
1193,30-40,10+ yrs,Retirement Planning,48670,Product Manager,0,4,CA
1194,40-50,10+ yrs,Tax Preparation,52662,Professor,1,5,CA
1195,<30,10+ yrs,Socially Conscious Investing,57337,Construction Manager,0,5,FL
1196,60+,2-5 yrs,Retirement Planning,164661,Real Estate Agent,0,2,FL
1197,60+,2-5 yrs,Entrepreneurial Wealth Management,56298,Professor,1,3,WA
1198,60+,10+ yrs,Retirement Planning,545603,Small Business Owner,1,2,NJ
1199,40-50,2-5 yrs,Estate Planning,74636,Software Engineer,1,3,WA
1200,<30,<2 yrs,I don't know,172061,Software Engineer,0,3,FL
1201,40-50,10+ yrs,Retirement Planning,136586,Doctor,1,3,IL
1202,<30,5-10 yrs,Retirement Planning,64035,Entrepreneur,1,5,WA
1203,<30,10+ yrs,Management of New Wealth,39015,Lawyer,0,4,NJ
1204,30-40,10+ yrs,Life Insurance,89211,Retired,0,5,IL
1205,30-40,<2 yrs,I don't know,104724,Professor,0,2,TX
1206,40-50,10+ yrs,I don't know,39524,Financial Analyst,1,4,CA
1207,40-50,2-5 yrs,Life Insurance,76857,Nurse,0,2,WA
1208,30-40,5-10 yrs,Retirement Planning,201306,Accountant,0,2,NJ
1209,30-40,5-10 yrs,Tax Aware Investing,426323,Accountant,0,3,NJ
1210,60+,<2 yrs,Retirement Planning,142761,Real Estate Agent,1,1,CA
1211,30-40,5-10 yrs,Socially Conscious Investing,353798,Student,1,3,CA
1212,30-40,2-5 yrs,Life Insurance,37555,Student,0,3,TX
1213,<30,5-10 yrs,Tax Preparation,124454,Marketing Manager,1,4,NJ
1214,40-50,5-10 yrs,Tax Aware Investing,220723,Small Business Owner,0,3,WA
1215,40-50,10+ yrs,Entrepreneurial Wealth Management,29534,Doctor,1,2,CA
1216,30-40,10+ yrs,Retirement Planning,42743,Product Manager,1,5,IL
1217,<30,2-5 yrs,Estate Planning,316194,Marketing Manager,0,4,NY
1218,40-50,5-10 yrs,Tax Preparation,27512,Financial Analyst,0,2,TX
1219,40-50,5-10 yrs,Estate Planning,19791,Accountant,0,2,TX
1220,30-40,2-5 yrs,Estate Planning,261760,Consultant,1,4,NJ
1221,60+,10+ yrs,Tax Aware Investing,194286,Lawyer,0,4,WA
1222,<30,10+ yrs,Estate Planning,97626,Retired,1,4,MA
1223,30-40,2-5 yrs,Life Insurance,63504,Student,1,3,FL
1224,60+,5-10 yrs,I don't know,44592,Retired,1,1,IL
1225,30-40,2-5 yrs,Estate Planning,85285,Student,0,4,MA
1226,40-50,10+ yrs,Estate Planning,274258,Lawyer,1,4,WA
1227,30-40,2-5 yrs,Tax Preparation,82019,Student,1,2,WA
1228,30-40,10+ yrs,I don't know,465218,Software Engineer,1,5,CA
1229,60+,10+ yrs,Retirement Planning,29491,Government Employee,1,3,TX
1230,30-40,5-10 yrs,Estate Planning,65009,Product Manager,1,3,CA
1231,60+,10+ yrs,Divorce Planning,47299,Small Business Owner,0,2,TX
1232,30-40,10+ yrs,Management of New Wealth,24918,Sales Manager,0,3,IL
1233,<30,10+ yrs,Socially Conscious Investing,57654,Marketing Manager,0,5,NY
1234,<30,2-5 yrs,Tax Preparation,96335,Retired,0,4,WA
1235,40-50,5-10 yrs,Retirement Planning,106064,Nurse,1,2,FL
1236,30-40,10+ yrs,Management of New Wealth,466683,Product Manager,0,3,WA
1237,60+,10+ yrs,Management of New Wealth,100510,Marketing Manager,0,4,NY
1238,30-40,10+ yrs,Entrepreneurial Wealth Management,186301,Retired,0,4,NJ
1239,60+,10+ yrs,Estate Planning,70226,Data Scientist,1,3,NJ
1240,<30,10+ yrs,Retirement Planning,299613,Retired,0,5,NY
1241,60+,10+ yrs,Retirement Planning,572979,Marketing Manager,1,3,MA
1242,40-50,<2 yrs,Entrepreneurial Wealth Management,106721,Lawyer,1,3,WA
1243,40-50,5-10 yrs,Retirement Planning,27081,Student,0,2,TX
1244,60+,10+ yrs,Estate Planning,40379,Real Estate Agent,0,3,TX
1245,40-50,10+ yrs,Retirement Planning,85283,Product Manager,1,3,WA
1246,40-50,10+ yrs,Life Insurance,99792,Software Engineer,0,3,NY
